right_q,right_q_dot,left_q,left_q_dot,pelv_ang_1,pelv_ang_2,pelv_ang_3,pelv_acc_1,pelv_acc_1,pelv_acc_3,right_back_ang_x,right_back_ang_y,right_back_ang_z,right_back_acc_x,right_back_acc_y,right_back_acc_z,left_back_ang_x,left_back_ang_y,left_back_ang_z,left_back_acc_x,left_back_acc_y,left_back_acc_z,,,,Label
-0.0528,0.2236,-0.2459,-0.9541,-0.1122,2.0338,-0.9989,-1.575,10.3336,0.6418,2.1528,-0.3621,1.7101,9.1874,0.466,4.9433,3.2004,0.4621,0.954,9.4411,0.4286,2.7492,0.999838,0,1698648004.6416,46
-0.051,0.227,-0.2547,-0.9177,-0.2514,1.9745,-1.002,-1.539,10.2511,0.6433,2.1968,-0.406,1.7564,9.1658,0.4762,4.929,3.5716,0.3903,1.0575,9.3957,0.4464,2.6603,0.999874,0,1698648004.6521,47
-0.0484,0.2465,-0.2635,-0.8784,-0.2632,1.9429,-0.9592,-1.5295,10.0483,0.6606,2.1585,-0.446,1.7762,9.1464,0.4931,4.9251,3.7567,0.3771,1.1533,9.3934,0.4645,2.5662,0.999902,0,1698648004.6616,47
-0.0452,0.2575,-0.272,-0.8377,-0.2459,1.9499,-0.9056,-1.5015,9.8172,0.605,2.052,-0.5129,1.7976,9.1382,0.4761,4.8791,3.6782,0.4777,1.2277,9.422,0.4973,2.469,0.999924,0,1698648004.6723,48
-0.0416,0.282,-0.2805,-0.7948,-0.333,2.0031,-0.8733,-1.4183,9.9419,0.4688,1.8969,-0.5377,1.8261,9.1487,0.4378,4.772,3.3291,0.6939,1.2778,9.4587,0.5593,2.4039,0.999941,0,1698648004.6829,49
-0.0379,0.3146,-0.2883,-0.7637,-0.4706,2.0972,-0.8405,-1.3107,10.1906,0.3267,1.7756,-0.4665,1.8491,9.17,0.3997,4.6484,2.7989,1.0279,1.3065,9.4912,0.6278,2.3745,0.999954,0,1698648004.6923,49
-0.0351,0.3153,-0.2944,-0.7115,-0.5476,2.1933,-0.7904,-1.2359,10.0566,0.3684,1.735,-0.2954,1.8516,9.186,0.3536,4.5474,2.2388,1.4434,1.3356,9.5228,0.6538,2.3821,0.999964,0,1698648004.7026,50
-0.0327,0.3004,-0.2994,-0.6683,-0.5291,2.1692,-0.7923,-1.178,9.7082,0.6253,1.7214,-0.0789,1.8519,9.1986,0.3132,4.4926,1.7876,1.7839,1.3778,9.5522,0.6462,2.4233,0.999972,0,1698648004.7121,50
-0.0302,0.2891,-0.3042,-0.6657,-0.593,2.1137,-0.8586,-1.132,9.435,0.8451,1.7006,0.1182,1.8708,9.2141,0.2805,4.5114,1.5581,1.9028,1.4293,9.5556,0.6173,2.4713,0.999979,0,1698648004.722,51
-0.0276,0.2715,-0.3094,-0.6647,-0.7203,2.1082,-0.9314,-1.1736,9.3644,0.9836,1.6657,0.2738,1.8983,9.2574,0.2765,4.5671,1.5128,1.8774,1.4821,9.5624,0.5772,2.5145,0.999983,0,1698648004.7318,51
-0.0251,0.2418,-0.3145,-0.6244,-1.0705,2.1234,-0.9888,-1.2603,9.4349,1.0106,1.6088,0.3538,1.9299,9.3054,0.2827,4.6138,1.4972,1.8748,1.5121,9.5897,0.5353,2.5812,0.999987,0,1698648004.7425,52
